"Plot Title: 10904790"
"#","Date Time, GMT+00:00","Full Range, μS/cm (LGR S/N: 10904790, SEN S/N: 10904790)","Temp, °C (LGR S/N: 10904790, SEN S/N: 10904790)","Coupler Detached (LGR S/N: 10904790)","End Of File (LGR S/N: 10904790)"
2264,05/10/22 07:37:43 PM,529.5,24.90,,
2265,05/10/22 07:37:44 PM,529.5,24.90,,
2266,05/10/22 07:37:45 PM,529.1,24.91,,
2267,05/10/22 07:37:46 PM,529.5,24.91,,
2268,05/10/22 07:37:47 PM,529.4,24.93,,
2269,05/10/22 07:37:48 PM,529.8,24.95,,
2270,05/10/22 07:37:49 PM,529.4,24.95,,
2271,05/10/22 07:37:50 PM,529.8,24.94,,
2272,05/10/22 07:37:51 PM,529.1,24.94,,
2273,05/10/22 07:37:52 PM,529.4,24.94,,
2274,05/10/22 07:37:53 PM,529.8,24.95,,
2275,05/10/22 07:37:54 PM,530.6,24.94,,
2276,05/10/22 07:37:55 PM,529.4,24.94,,
2277,05/10/22 07:37:56 PM,529.4,24.94,,
2278,05/10/22 07:37:57 PM,530.2,24.95,,
2279,05/10/22 07:37:58 PM,529.8,24.95,,
2280,05/10/22 07:37:59 PM,529.8,24.93,,
2281,05/10/22 07:38:00 PM,529.5,24.91,,
2282,05/10/22 07:38:01 PM,529.4,24.93,,
2283,05/10/22 07:38:02 PM,529.4,24.93,,
2284,05/10/22 07:38:03 PM,529.5,24.91,,
2285,05/10/22 07:38:04 PM,529.5,24.90,,
2286,05/10/22 07:38:05 PM,529.1,24.89,,
2287,05/10/22 07:38:06 PM,529.5,24.90,,
2288,05/10/22 07:38:07 PM,529.1,24.89,,
2289,05/10/22 07:38:08 PM,529.5,24.90,,
2290,05/10/22 07:38:09 PM,529.5,24.89,,
2291,05/10/22 07:38:10 PM,529.1,24.90,,
2292,05/10/22 07:38:11 PM,529.5,24.90,,
2293,05/10/22 07:38:12 PM,529.5,24.91,,
2294,05/10/22 07:38:13 PM,529.4,24.93,,
2295,05/10/22 07:38:14 PM,529.1,24.90,,
2296,05/10/22 07:38:15 PM,529.1,24.89,,
2297,05/10/22 07:38:16 PM,529.5,24.90,,
2298,05/10/22 07:38:17 PM,529.5,24.91,,
2299,05/10/22 07:38:18 PM,529.1,24.91,,
2300,05/10/22 07:38:19 PM,529.8,24.94,,
2301,05/10/22 07:38:20 PM,529.5,24.91,,
2302,05/10/22 07:38:21 PM,529.1,24.91,,
2303,05/10/22 07:38:22 PM,528.3,24.91,,
2304,05/10/22 07:38:23 PM,529.1,24.90,,
2305,05/10/22 07:38:24 PM,529.5,24.91,,
2306,05/10/22 07:38:25 PM,529.4,24.93,,
2307,05/10/22 07:38:26 PM,529.1,24.91,,
2308,05/10/22 07:38:27 PM,528.7,24.91,,
2309,05/10/22 07:38:28 PM,529.1,24.91,,
2310,05/10/22 07:38:29 PM,529.4,24.94,,
2311,05/10/22 07:38:30 PM,529.4,24.96,,
2312,05/10/22 07:38:31 PM,529.4,24.96,,
2313,05/10/22 07:38:32 PM,529.4,24.95,,
2314,05/10/22 07:38:33 PM,529.1,24.93,,
2315,05/10/22 07:38:34 PM,529.1,24.93,,
2316,05/10/22 07:38:35 PM,529.1,24.93,,
2317,05/10/22 07:38:36 PM,529.4,24.96,,
2318,05/10/22 07:38:37 PM,529.4,24.95,,
2319,05/10/22 07:38:38 PM,529.4,24.95,,
2320,05/10/22 07:38:39 PM,529.8,24.95,,
2321,05/10/22 07:38:40 PM,530.6,24.98,,
2322,05/10/22 07:38:41 PM,529.4,24.95,,
2323,05/10/22 07:38:42 PM,529.4,24.93,,
2324,05/10/22 07:38:43 PM,529.1,24.94,,
2325,05/10/22 07:38:44 PM,529.4,24.96,,
2326,05/10/22 07:38:45 PM,529.4,24.94,,
2327,05/10/22 07:38:46 PM,529.4,24.94,,
2328,05/10/22 07:38:47 PM,529.4,24.96,,
2329,05/10/22 07:38:48 PM,529.4,24.95,,
2330,05/10/22 07:38:49 PM,529.4,24.94,,
2331,05/10/22 07:38:50 PM,530.2,24.96,,
2332,05/10/22 07:38:51 PM,529.4,24.98,,
2333,05/10/22 07:38:52 PM,529.4,24.96,,
2334,05/10/22 07:38:53 PM,529.8,24.99,,
2335,05/10/22 07:38:54 PM,529.4,24.96,,
2336,05/10/22 07:38:55 PM,529.4,24.96,,
2337,05/10/22 07:38:56 PM,529.0,24.95,,
2338,05/10/22 07:38:57 PM,529.1,24.93,,
2339,05/10/22 07:38:58 PM,529.4,24.94,,
2340,05/10/22 07:38:59 PM,529.8,24.98,,
2341,05/10/22 07:39:00 PM,529.4,24.96,,
2342,05/10/22 07:39:01 PM,529.4,24.96,,
2343,05/10/22 07:39:02 PM,529.4,24.98,,
2344,05/10/22 07:39:03 PM,529.8,24.98,,
2345,05/10/22 07:39:04 PM,529.8,24.98,,
2346,05/10/22 07:39:05 PM,529.4,24.95,,
2347,05/10/22 07:39:06 PM,529.4,24.96,,
2348,05/10/22 07:39:07 PM,529.4,24.94,,
2349,05/10/22 07:39:08 PM,529.1,24.93,,
2350,05/10/22 07:39:09 PM,529.1,24.93,,
2351,05/10/22 07:39:10 PM,529.8,24.96,,
2352,05/10/22 07:39:11 PM,529.4,24.93,,
2353,05/10/22 07:39:12 PM,529.4,24.94,,
2354,05/10/22 07:39:13 PM,529.4,24.94,,
2355,05/10/22 07:39:14 PM,529.8,24.98,,
2356,05/10/22 07:39:15 PM,529.8,24.99,,
2357,05/10/22 07:39:16 PM,529.4,24.96,,
2358,05/10/22 07:39:17 PM,529.8,25.00,,
2359,05/10/22 07:39:18 PM,529.8,24.99,,
2360,05/10/22 07:39:19 PM,529.8,25.00,,
2361,05/10/22 07:39:20 PM,529.8,24.99,,
2362,05/10/22 07:39:21 PM,529.4,24.98,,
2363,05/10/22 07:39:22 PM,529.8,24.99,,
2364,05/10/22 07:39:23 PM,530.6,25.01,,
2365,05/10/22 07:39:24 PM,529.8,25.00,,
2366,05/10/22 07:39:25 PM,529.4,25.00,,
2367,05/10/22 07:39:26 PM,529.4,24.98,,
2368,05/10/22 07:39:27 PM,529.8,24.99,,
2369,05/10/22 07:39:28 PM,529.8,25.00,,
2370,05/10/22 07:39:29 PM,529.4,24.99,,
2371,05/10/22 07:39:30 PM,530.5,25.03,,
2372,05/10/22 07:39:31 PM,529.8,25.00,,
2373,05/10/22 07:39:32 PM,530.5,25.04,,
2374,05/10/22 07:39:33 PM,529.0,24.96,,
2375,05/10/22 07:39:34 PM,529.0,24.98,,
2376,05/10/22 07:39:35 PM,529.0,24.98,,
2377,05/10/22 07:39:36 PM,529.8,24.99,,
2378,05/10/22 07:39:37 PM,529.4,24.95,,
2379,05/10/22 07:39:38 PM,529.4,24.96,,
2380,05/10/22 07:39:39 PM,529.1,24.94,,
2381,05/10/22 07:39:40 PM,529.4,24.95,,
2382,05/10/22 07:39:41 PM,529.8,24.99,,
2383,05/10/22 07:39:42 PM,529.4,24.95,,
2384,05/10/22 07:39:43 PM,529.4,24.96,,
2385,05/10/22 07:39:44 PM,529.4,24.99,,
2386,05/10/22 07:39:45 PM,529.0,24.95,,
2387,05/10/22 07:39:46 PM,529.4,24.98,,
2388,05/10/22 07:39:47 PM,529.4,24.99,,
2389,05/10/22 07:39:48 PM,529.8,24.99,,
2390,05/10/22 07:39:49 PM,529.4,24.96,,
2391,05/10/22 07:39:50 PM,529.4,24.95,,
2392,05/10/22 07:39:51 PM,529.4,24.99,,
2393,05/10/22 07:39:52 PM,530.6,25.01,,
2394,05/10/22 07:39:53 PM,529.8,24.99,,
2395,05/10/22 07:39:54 PM,529.4,24.98,,
2396,05/10/22 07:39:55 PM,529.4,24.99,,
2397,05/10/22 07:39:56 PM,529.8,25.00,,
2398,05/10/22 07:39:57 PM,529.8,24.99,,
2399,05/10/22 07:39:58 PM,530.2,25.01,,
2400,05/10/22 07:39:59 PM,529.8,25.03,,
2401,05/10/22 07:40:00 PM,530.2,25.01,,
2402,05/10/22 07:40:01 PM,529.8,25.00,,
2403,05/10/22 07:40:02 PM,530.2,25.00,,
2404,05/10/22 07:40:03 PM,529.4,24.95,,
2405,05/10/22 07:40:04 PM,529.4,24.98,,
2406,05/10/22 07:40:05 PM,529.4,24.98,,
2407,05/10/22 07:40:06 PM,529.4,24.98,,
2408,05/10/22 07:40:07 PM,529.4,24.96,,
2409,05/10/22 07:40:08 PM,529.4,24.95,,
2410,05/10/22 07:40:09 PM,529.8,24.99,,
2411,05/10/22 07:40:10 PM,529.4,24.98,,
2412,05/10/22 07:40:11 PM,529.4,24.99,,
2413,05/10/22 07:40:12 PM,529.4,24.98,,
2414,05/10/22 07:40:13 PM,529.4,24.99,,
2415,05/10/22 07:40:14 PM,529.8,25.00,,
2416,05/10/22 07:40:15 PM,529.0,24.96,,
2417,05/10/22 07:40:16 PM,529.8,24.99,,
2418,05/10/22 07:40:17 PM,529.8,25.00,,
2419,05/10/22 07:40:18 PM,529.8,25.00,,
2420,05/10/22 07:40:19 PM,530.2,25.01,,
2421,05/10/22 07:40:20 PM,529.8,25.04,,
2422,05/10/22 07:40:21 PM,530.5,25.04,,
2423,05/10/22 07:40:22 PM,529.8,25.01,,
2424,05/10/22 07:40:23 PM,529.8,25.00,,
2425,05/10/22 07:40:24 PM,529.8,25.00,,
2426,05/10/22 07:40:25 PM,529.4,24.96,,
2427,05/10/22 07:40:26 PM,529.4,24.98,,
2428,05/10/22 07:40:27 PM,529.4,25.00,,
2429,05/10/22 07:40:28 PM,529.8,25.00,,
2430,05/10/22 07:40:29 PM,529.8,25.01,,
2431,05/10/22 07:40:30 PM,529.8,25.00,,
2432,05/10/22 07:40:31 PM,530.5,25.04,,
2433,05/10/22 07:40:32 PM,529.4,24.99,,
2434,05/10/22 07:40:33 PM,529.0,24.95,,
2435,05/10/22 07:40:34 PM,529.4,24.98,,
2436,05/10/22 07:40:35 PM,529.8,25.00,,
2437,05/10/22 07:40:36 PM,529.4,24.98,,
2438,05/10/22 07:40:37 PM,529.8,25.00,,
2439,05/10/22 07:40:38 PM,529.8,24.98,,
2440,05/10/22 07:40:39 PM,529.8,24.99,,
2441,05/10/22 07:40:40 PM,529.4,25.00,,
2442,05/10/22 07:40:41 PM,530.6,25.00,,
2443,05/10/22 07:40:42 PM,529.8,25.00,,
2444,05/10/22 07:40:43 PM,529.4,24.96,,
2445,05/10/22 07:40:44 PM,529.4,24.99,,
2446,05/10/22 07:40:45 PM,529.8,25.01,,
2447,05/10/22 07:40:46 PM,529.4,25.00,,
2448,05/10/22 07:40:47 PM,530.2,25.03,,
2449,05/10/22 07:40:48 PM,529.4,24.99,,
2450,05/10/22 07:40:49 PM,529.8,25.00,,
2451,05/10/22 07:40:50 PM,529.4,24.98,,
2452,05/10/22 07:40:51 PM,529.4,24.96,,
2453,05/10/22 07:40:52 PM,529.4,24.96,,
2454,05/10/22 07:40:53 PM,529.0,24.95,,
2455,05/10/22 07:40:54 PM,529.4,24.98,,
2456,05/10/22 07:40:55 PM,529.4,24.99,,
2457,05/10/22 07:40:56 PM,529.4,25.03,,
2458,05/10/22 07:40:57 PM,529.4,25.03,,
2459,05/10/22 07:40:58 PM,529.4,24.99,,
2460,05/10/22 07:40:59 PM,529.4,24.99,,
2461,05/10/22 07:41:00 PM,529.0,24.95,,
2462,05/10/22 07:41:01 PM,529.8,25.00,,
2463,05/10/22 07:41:02 PM,529.4,24.98,,
2464,05/10/22 07:41:03 PM,529.4,24.98,,
2465,05/10/22 07:41:04 PM,529.4,24.95,,
2466,05/10/22 07:41:05 PM,530.2,24.96,,
2467,05/10/22 07:41:06 PM,529.1,24.94,,
2468,05/10/22 07:41:07 PM,529.4,24.95,,
2469,05/10/22 07:41:08 PM,529.4,24.98,,
2470,05/10/22 07:41:09 PM,530.6,24.99,,
2471,05/10/22 07:41:10 PM,529.8,24.98,,
2472,05/10/22 07:41:11 PM,529.4,24.95,,
2473,05/10/22 07:41:12 PM,530.2,24.96,,
2474,05/10/22 07:41:13 PM,530.2,24.95,,
2475,05/10/22 07:41:14 PM,529.1,24.93,,
2476,05/10/22 07:41:15 PM,529.8,24.91,,
2477,05/10/22 07:41:16 PM,529.1,24.91,,
2478,05/10/22 07:41:17 PM,529.4,24.93,,
2479,05/10/22 07:41:18 PM,527.5,24.93,,
2480,05/10/22 07:41:19 PM,529.5,24.91,,
2481,05/10/22 07:41:20 PM,528.3,24.93,,
2482,05/10/22 07:41:21 PM,529.8,24.94,,
2483,05/10/22 07:41:22 PM,531.0,24.94,,
2484,05/10/22 07:41:23 PM,529.5,24.91,,
2485,05/10/22 07:41:24 PM,528.3,24.91,,
2486,05/10/22 07:41:25 PM,529.1,24.94,,
2487,05/10/22 07:41:26 PM,529.0,24.95,,
2488,05/10/22 07:41:27 PM,529.1,24.94,,
2489,05/10/22 07:41:28 PM,529.1,24.94,,
2490,05/10/22 07:41:29 PM,529.4,24.93,,
2491,05/10/22 07:41:30 PM,529.4,24.93,,
2492,05/10/22 07:41:31 PM,531.4,24.94,,
2493,05/10/22 07:41:32 PM,531.7,24.95,,
2494,05/10/22 07:41:33 PM,532.5,24.95,,
2495,05/10/22 07:41:34 PM,533.3,24.96,,
2496,05/10/22 07:41:35 PM,534.1,24.96,,
2497,05/10/22 07:41:36 PM,534.4,24.98,,
2498,05/10/22 07:41:37 PM,533.3,24.96,,
2499,05/10/22 07:41:38 PM,533.3,24.96,,
2500,05/10/22 07:41:39 PM,533.3,24.96,,
2501,05/10/22 07:41:40 PM,533.3,24.95,,
2502,05/10/22 07:41:41 PM,530.2,24.94,,
2503,05/10/22 07:41:42 PM,529.4,24.94,,
2504,05/10/22 07:41:43 PM,526.8,24.91,,
2505,05/10/22 07:41:44 PM,527.9,24.93,,
2506,05/10/22 07:41:45 PM,528.7,24.95,,
2507,05/10/22 07:41:46 PM,529.4,24.98,,
2508,05/10/22 07:41:47 PM,529.8,24.98,,
2509,05/10/22 07:41:48 PM,528.3,24.99,,
2510,05/10/22 07:41:49 PM,529.4,24.99,,
2511,05/10/22 07:41:50 PM,531.3,25.00,,
2512,05/10/22 07:41:51 PM,531.7,25.00,,
2513,05/10/22 07:41:52 PM,531.7,25.01,,
2514,05/10/22 07:41:53 PM,531.3,25.01,,
2515,05/10/22 07:41:54 PM,531.3,25.00,,
2516,05/10/22 07:41:55 PM,531.3,25.03,,
2517,05/10/22 07:41:56 PM,531.7,25.04,,
2518,05/10/22 07:41:57 PM,531.7,25.05,,
2519,05/10/22 07:41:58 PM,531.3,25.05,,
2520,05/10/22 07:41:59 PM,531.7,25.05,,
2521,05/10/22 07:42:00 PM,531.3,25.01,,
2522,05/10/22 07:42:01 PM,529.8,24.99,,
2523,05/10/22 07:42:02 PM,530.2,24.99,,
2524,05/10/22 07:42:03 PM,530.2,25.00,,
2525,05/10/22 07:42:04 PM,529.0,24.99,,
2526,05/10/22 07:42:05 PM,529.0,24.96,,
2527,05/10/22 07:42:06 PM,529.4,24.98,,
2528,05/10/22 07:42:07 PM,529.4,24.99,,
2529,05/10/22 07:42:08 PM,530.6,24.98,,
2530,05/10/22 07:42:09 PM,530.6,24.99,,
2531,05/10/22 07:42:10 PM,529.8,25.00,,
2532,05/10/22 07:42:11 PM,530.6,25.00,,
2533,05/10/22 07:42:12 PM,531.7,25.01,,
2534,05/10/22 07:42:13 PM,531.3,25.01,,
2535,05/10/22 07:42:14 PM,528.6,24.98,,
2536,05/10/22 07:42:15 PM,528.3,24.98,,
2537,05/10/22 07:42:16 PM,527.5,24.99,,
2538,05/10/22 07:42:17 PM,527.9,24.98,,
2539,05/10/22 07:42:18 PM,528.3,24.98,,
2540,05/10/22 07:42:19 PM,528.3,24.99,,
2541,05/10/22 07:42:20 PM,528.6,24.98,,
2542,05/10/22 07:42:21 PM,528.6,24.99,,
2543,05/10/22 07:42:22 PM,529.0,25.01,,
2544,05/10/22 07:42:23 PM,529.0,25.01,,
2545,05/10/22 07:42:24 PM,527.9,24.99,,
2546,05/10/22 07:42:25 PM,528.3,24.95,,
2547,05/10/22 07:42:26 PM,529.4,24.95,,
2548,05/10/22 07:42:27 PM,529.4,24.96,,
2549,05/10/22 07:42:28 PM,529.8,24.99,,
2550,05/10/22 07:42:29 PM,529.8,24.99,,
2551,05/10/22 07:42:30 PM,529.8,24.98,,
2552,05/10/22 07:42:31 PM,529.4,24.98,,
2553,05/10/22 07:42:32 PM,529.4,24.96,,
2554,05/10/22 07:42:33 PM,529.4,24.98,,
2555,05/10/22 07:42:34 PM,529.4,24.98,,
2556,05/10/22 07:42:35 PM,529.4,24.99,,
2557,05/10/22 07:42:36 PM,529.4,24.94,,
2558,05/10/22 07:42:37 PM,529.0,24.98,,
2559,05/10/22 07:42:38 PM,529.8,25.00,,
2560,05/10/22 07:42:39 PM,529.8,24.99,,
2561,05/10/22 07:42:40 PM,530.2,25.03,,
2562,05/10/22 07:42:41 PM,530.5,25.03,,
2563,05/10/22 07:42:42 PM,530.6,25.00,,
2564,05/10/22 07:42:43 PM,529.8,24.98,,
2565,05/10/22 07:42:44 PM,530.2,25.00,,
2566,05/10/22 07:42:45 PM,530.5,25.04,,
2567,05/10/22 07:42:46 PM,529.8,25.01,,
2568,05/10/22 07:42:47 PM,517.8,25.01,,
2569,05/10/22 07:42:48 PM,530.2,25.03,,
2570,05/10/22 07:42:49 PM,531.3,25.05,,
2571,05/10/22 07:42:50 PM,530.5,25.05,,
2572,05/10/22 07:42:51 PM,529.8,25.03,,
2573,05/10/22 07:42:52 PM,530.6,25.01,,
2574,05/10/22 07:42:53 PM,530.6,25.01,,
2575,05/10/22 07:42:54 PM,530.5,25.03,,
2576,05/10/22 07:42:55 PM,530.5,25.04,,
2577,05/10/22 07:42:56 PM,531.3,25.07,,
2578,05/10/22 07:42:57 PM,530.9,25.05,,
2579,05/10/22 07:42:58 PM,532.1,25.05,,
2580,05/10/22 07:42:59 PM,532.1,25.05,,
2581,05/10/22 07:43:00 PM,529.4,24.99,,
2582,05/10/22 07:43:01 PM,529.4,24.99,,
2583,05/10/22 07:43:02 PM,529.4,25.00,,
2584,05/10/22 07:43:03 PM,529.8,25.01,,
2585,05/10/22 07:43:04 PM,529.4,24.99,,
2586,05/10/22 07:43:05 PM,529.4,25.01,,
2587,05/10/22 07:43:06 PM,530.2,25.03,,
2588,05/10/22 07:43:07 PM,530.5,25.04,,
2589,05/10/22 07:43:08 PM,529.8,25.05,,
2590,05/10/22 07:43:09 PM,530.1,25.05,,
2591,05/10/22 07:43:10 PM,529.4,25.01,,
2592,05/10/22 07:43:11 PM,529.8,25.01,,
2593,05/10/22 07:43:12 PM,529.8,25.01,,
2594,05/10/22 07:43:13 PM,530.2,25.04,,
2595,05/10/22 07:43:14 PM,530.5,25.08,,
2596,05/10/22 07:43:15 PM,529.4,24.98,,
2597,05/10/22 07:43:16 PM,529.4,24.98,,
2598,05/10/22 07:43:17 PM,530.6,25.00,,
2599,05/10/22 07:43:18 PM,529.8,25.00,,
2600,05/10/22 07:43:19 PM,529.4,24.99,,
2601,05/10/22 07:43:20 PM,529.8,24.99,,
2602,05/10/22 07:43:21 PM,530.5,25.05,,
2603,05/10/22 07:43:22 PM,530.9,25.07,,
2604,05/10/22 07:43:23 PM,529.8,25.07,,
2605,05/10/22 07:43:24 PM,529.4,25.00,,
2606,05/10/22 07:43:25 PM,529.8,25.01,,
2607,05/10/22 07:43:26 PM,529.4,25.03,,
2608,05/10/22 07:43:27 PM,530.1,25.05,,
2609,05/10/22 07:43:28 PM,529.8,25.07,,
2610,05/10/22 07:43:29 PM,529.8,25.04,,
2611,05/10/22 07:43:30 PM,529.4,25.00,,
2612,05/10/22 07:43:31 PM,530.2,25.03,,
2613,05/10/22 07:43:32 PM,530.5,25.05,,
2614,05/10/22 07:43:33 PM,529.8,25.05,,
2615,05/10/22 07:43:34 PM,529.8,25.05,,
2616,05/10/22 07:43:35 PM,529.8,25.03,,
2617,05/10/22 07:43:36 PM,529.8,25.01,,
2618,05/10/22 07:43:37 PM,529.8,25.01,,
2619,05/10/22 07:43:38 PM,529.8,25.01,,
2620,05/10/22 07:43:39 PM,529.4,24.98,,
2621,05/10/22 07:43:40 PM,529.8,25.00,,
2622,05/10/22 07:43:41 PM,530.5,25.03,,
2623,05/10/22 07:43:42 PM,530.2,25.04,,
2624,05/10/22 07:43:43 PM,530.2,25.04,,
2625,05/10/22 07:43:44 PM,529.8,25.04,,
2626,05/10/22 07:43:45 PM,530.5,25.04,,
2627,05/10/22 07:43:46 PM,530.5,25.05,,
2628,05/10/22 07:43:47 PM,530.9,25.08,,
2629,05/10/22 07:43:48 PM,530.5,25.08,,
2630,05/10/22 07:43:49 PM,530.5,25.05,,
2631,05/10/22 07:43:50 PM,529.4,25.01,,
2632,05/10/22 07:43:51 PM,530.2,25.03,,
2633,05/10/22 07:43:52 PM,529.8,25.04,,
2634,05/10/22 07:43:53 PM,529.8,25.01,,
2635,05/10/22 07:43:54 PM,529.4,24.99,,
2636,05/10/22 07:43:55 PM,529.0,24.99,,
2637,05/10/22 07:43:56 PM,530.6,25.01,,
2638,05/10/22 07:43:57 PM,530.6,25.01,,
2639,05/10/22 07:43:58 PM,529.4,24.99,,
2640,05/10/22 07:43:59 PM,529.4,24.95,,
2641,05/10/22 07:44:00 PM,529.4,24.95,,
2642,05/10/22 07:44:01 PM,529.4,24.96,,
2643,05/10/22 07:44:02 PM,529.4,24.98,,
2644,05/10/22 07:44:03 PM,529.8,24.99,,
2645,05/10/22 07:44:04 PM,530.2,25.01,,
2646,05/10/22 07:44:05 PM,529.8,25.00,,
2647,05/10/22 07:44:06 PM,529.8,25.00,,
2648,05/10/22 07:44:07 PM,529.8,25.00,,
2649,05/10/22 07:44:08 PM,530.2,25.00,,
2650,05/10/22 07:44:09 PM,529.4,24.99,,
2651,05/10/22 07:44:10 PM,530.2,25.01,,
2652,05/10/22 07:44:11 PM,529.4,24.99,,
2653,05/10/22 07:44:12 PM,529.8,24.99,,
2654,05/10/22 07:44:13 PM,529.8,25.01,,
2655,05/10/22 07:44:14 PM,530.2,25.01,,
2656,05/10/22 07:44:15 PM,529.8,25.01,,
2657,05/10/22 07:44:16 PM,530.5,25.03,,
2658,05/10/22 07:44:17 PM,529.8,25.00,,
2659,05/10/22 07:44:18 PM,529.8,24.99,,
2660,05/10/22 07:44:19 PM,529.8,25.00,,
2661,05/10/22 07:44:20 PM,529.4,24.98,,
2662,05/10/22 07:44:21 PM,529.4,24.98,,
2663,05/10/22 07:44:22 PM,529.4,24.99,,
2664,05/10/22 07:44:23 PM,530.6,25.00,,
2665,05/10/22 07:44:24 PM,530.6,25.01,,
2666,05/10/22 07:44:25 PM,531.3,25.03,,
2667,05/10/22 07:44:26 PM,529.8,25.00,,
2668,05/10/22 07:44:27 PM,530.5,25.03,,
2669,05/10/22 07:44:28 PM,529.4,24.99,,
2670,05/10/22 07:44:29 PM,529.8,24.99,,
2671,05/10/22 07:44:30 PM,529.8,24.99,,
2672,05/10/22 07:44:31 PM,529.4,25.00,,
2673,05/10/22 07:44:32 PM,529.8,25.01,,
2674,05/10/22 07:44:33 PM,529.8,25.00,,
2675,05/10/22 07:44:34 PM,529.4,24.99,,
2676,05/10/22 07:44:35 PM,529.8,25.00,,
2677,05/10/22 07:44:36 PM,529.8,25.01,,
2678,05/10/22 07:44:37 PM,529.8,25.00,,
2679,05/10/22 07:44:38 PM,529.8,25.01,,
2680,05/10/22 07:44:39 PM,529.8,25.01,,
2681,05/10/22 07:44:40 PM,530.6,25.00,,
2682,05/10/22 07:44:41 PM,529.4,24.99,,
2683,05/10/22 07:44:42 PM,529.8,25.00,,
2684,05/10/22 07:44:43 PM,529.8,25.01,,
2685,05/10/22 07:44:44 PM,530.9,25.03,,
2686,05/10/22 07:44:45 PM,529.4,24.98,,
2687,05/10/22 07:44:46 PM,529.8,25.00,,
2688,05/10/22 07:44:47 PM,530.6,25.01,,
2689,05/10/22 07:44:48 PM,529.8,25.00,,
2690,05/10/22 07:44:49 PM,530.2,25.01,,
2691,05/10/22 07:44:50 PM,529.8,25.03,,
2692,05/10/22 07:44:51 PM,529.8,25.04,,
2693,05/10/22 07:44:52 PM,530.2,25.03,,
2694,05/10/22 07:44:53 PM,529.4,25.01,,
2695,05/10/22 07:44:54 PM,529.4,25.00,,
2696,05/10/22 07:44:55 PM,529.4,25.00,,
2697,05/10/22 07:44:56 PM,529.8,25.04,,
2698,05/10/22 07:44:57 PM,529.8,25.01,,
2699,05/10/22 07:44:58 PM,530.1,25.05,,
2700,05/10/22 07:44:59 PM,529.8,25.04,,
2701,05/10/22 07:45:00 PM,529.4,25.03,,
2702,05/10/22 07:45:01 PM,529.4,25.00,,
2703,05/10/22 07:45:02 PM,530.5,25.05,,
2704,05/10/22 07:45:03 PM,529.8,25.03,,
2705,05/10/22 07:45:04 PM,529.4,25.04,,
2706,05/10/22 07:45:05 PM,530.5,25.07,,
2707,05/10/22 07:45:06 PM,530.5,25.03,,
2708,05/10/22 07:45:07 PM,530.5,25.05,,
2709,05/10/22 07:45:08 PM,529.4,25.01,,
2710,05/10/22 07:45:09 PM,529.8,25.01,,
2711,05/10/22 07:45:10 PM,529.8,25.05,,
2712,05/10/22 07:45:11 PM,529.8,25.05,,
2713,05/10/22 07:45:12 PM,529.4,25.03,,
2714,05/10/22 07:45:13 PM,529.8,25.03,,
2715,05/10/22 07:45:14 PM,530.2,25.04,,
2716,05/10/22 07:45:15 PM,529.8,25.04,,
2717,05/10/22 07:45:16 PM,530.2,25.04,,
2718,05/10/22 07:45:17 PM,529.8,25.01,,
2719,05/10/22 07:45:18 PM,530.1,25.05,,
2720,05/10/22 07:45:19 PM,529.8,25.03,,
2721,05/10/22 07:45:20 PM,530.5,25.07,,
2722,05/10/22 07:45:21 PM,529.8,25.01,,
2723,05/10/22 07:45:22 PM,530.9,25.01,,
2724,05/10/22 07:45:23 PM,530.9,25.00,,
2725,05/10/22 07:45:24 PM,531.3,25.00,,
2726,05/10/22 07:45:25 PM,531.7,25.01,,
2727,05/10/22 07:45:26 PM,531.7,25.00,,
2728,05/10/22 07:45:27 PM,532.5,25.04,,
2729,05/10/22 07:45:28 PM,532.9,25.04,,
2730,05/10/22 07:45:29 PM,535.9,25.08,,
2731,05/10/22 07:45:30 PM,537.5,25.03,,
2732,05/10/22 07:45:31 PM,539.8,25.00,,
2733,05/10/22 07:45:32 PM,540.6,25.03,,
2734,05/10/22 07:45:33 PM,541.7,25.03,,
2735,05/10/22 07:45:34 PM,546.4,25.03,,
2736,05/10/22 07:45:35 PM,547.9,25.05,,
2737,05/10/22 07:45:36 PM,552.2,25.05,,
2738,05/10/22 07:45:37 PM,555.6,25.04,,
2739,05/10/22 07:45:38 PM,565.7,25.04,,
2740,05/10/22 07:45:39 PM,571.1,25.01,,
2741,05/10/22 07:45:40 PM,577.3,25.01,,
2742,05/10/22 07:45:41 PM,585.4,25.03,,
2743,05/10/22 07:45:42 PM,589.7,25.01,,
2744,05/10/22 07:45:43 PM,604.5,24.98,,
2745,05/10/22 07:45:44 PM,599.8,25.00,,
2746,05/10/22 07:45:45 PM,612.6,24.98,,
2747,05/10/22 07:45:46 PM,621.1,24.99,,
2748,05/10/22 07:45:47 PM,622.7,25.04,,
2749,05/10/22 07:45:48 PM,626.1,25.07,,
2750,05/10/22 07:45:49 PM,630.8,25.04,,
2751,05/10/22 07:45:50 PM,629.3,25.04,,
2752,05/10/22 07:45:51 PM,638.6,25.07,,
2753,05/10/22 07:45:52 PM,650.6,25.03,,
2754,05/10/22 07:45:53 PM,651.0,25.07,,
2755,05/10/22 07:45:54 PM,652.6,25.07,,
2756,05/10/22 07:45:55 PM,665.8,25.09,,
2757,05/10/22 07:45:56 PM,683.0,24.99,,
2758,05/10/22 07:45:57 PM,690.0,24.99,,
